"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2003-12-19","May 2006","May","2006","112","0","0","0","0","0","deaoncall121903.htm","864","2005"
"2003-12-19","July 2006","July","2006","119","0","0","0","0","0","deaoncall121903.htm","925","2005"
"2003-12-19","Totals","","","50596","-1972*","13793","-1185","78856","362","deaoncall121903.htm","",""
"2008-12-19","December 2008","December","2008","0","0","0","0","0","-139","deaoncall121908.htm","-18","2008"
"2008-12-19","March 2009","March","2009","9039","1257*","1785","41","70093","-5002","deaoncall121908.htm","72","2008"
"2008-12-19","May 2009","May","2009","5458","311","2204","10","19072","-170","deaoncall121908.htm","133","2008"
"2008-12-19","July 2009","July","2009","9701","163","1432","0","17772","88","deaoncall121908.htm","194","2008"
"2008-12-19","October 2009","October","2009","1025","110","40","0","253","13","deaoncall121908.htm","286","2009"
"2008-12-19","December 2009","December","2009","6346","236","1378","108","15316","1007","deaoncall121908.htm","347","2009"
"2008-12-19","March 2010","March","2010","1622","0","176","0","168","22","deaoncall121908.htm","437","2009"
"2008-12-19","May 2010","May","2010","557","22","10","0","109","0","deaoncall121908.htm","498","2009"
"2008-12-19","July 2010","July","2010","1135","0","310","0","626","3","deaoncall121908.htm","559","2009"
"2008-12-19","October 2010","October","2010","13","0","0","0","8","0","deaoncall121908.htm","651","2010"
"2008-12-19","December 2010","December","2010","164","0","0","0","974","11","deaoncall121908.htm","712","2010"
"2008-12-19","March 2011","March","2011","42","0","0","0","13","0","deaoncall121908.htm","802","2010"
"2008-12-19","May 2011","May","2011","0","0","5","0","0","0","deaoncall121908.htm","863","2010"
"2008-12-19","Totals","","","35102","2099*","7340","159","124404","-4167","deaoncall121908.htm","",""
"2007-12-21","March 2008","March","2008","20148","673","2883","97","133101","-17","deaoncall122107.htm","71","2007"
"2007-12-21","May 2008","May","2008","9302","587","1153","42","23066","1100","deaoncall122107.htm","132","2007"
"2007-12-21","July 2008","July","2008","15770","493","682","0","24512","2358","deaoncall122107.htm","193","2007"
"2007-12-21","October 2008","October","2008","2158","-1","126","0","463","33","deaoncall122107.htm","285","2008"
"2007-12-21","December 2008","December","2008","10061","-338","2488","202","41283","1517","deaoncall122107.htm","346","2008"
"2007-12-21","March 2009","March","2009","1354","0","0","0","1224","4","deaoncall122107.htm","436","2008"
"2007-12-21","May 2009","May","2009","243","0","738","0","311","0","deaoncall122107.htm","497","2008"
"2007-12-21","July 2009","July","2009","2392","0","35","0","93","-3","deaoncall122107.htm","558","2008"
"2007-12-21","October 2009","October","2009","74","0","0","0","0","0","deaoncall122107.htm","650","2009"
"2007-12-21","December 2009","December","2009","3173","0","141","0","341","236","deaoncall122107.htm","711","2009"
"2007-12-21","March 2010","March","2010","989","0","0","0","30","0","deaoncall122107.htm","801","2009"
"2007-12-21","May 2010","May","2010","53","0","0","0","0","0","deaoncall122107.htm","862","2009"
"2007-12-21","July 2010","July","2010","148","0","0","0","25","0","deaoncall122107.htm","923","2009"
"2007-12-21","December 2010","December","2010","148","0","0","0","0","0","deaoncall122107.htm","1076","2010"
"2007-12-21","March 2011","March","2011","29","0","0","0","0","0","deaoncall122107.htm","1166","2010"
"2007-12-21","Totals","","","66042","1414","8246","341","224449","5228","deaoncall122107.htm","",""
"2006-12-22","March 2007","March","2007","14630","54","4435","-331","113426","-81","deaoncall122206.htm","69","2006"
"2006-12-22","May 2007","May","2007","10053","104","992","-13","22168","946","deaoncall122206.htm","130","2006"
"2006-12-22","July 2007","July","2007","16926","496","4054","166","12402","1089","deaoncall122206.htm","191","2006"
"2006-12-22","October 2007","October","2007","4039","1","136","0","167","-20","deaoncall122206.htm","283","2007"
"2006-12-22","December 2007","December","2007","6138","285","2483","-11","18905","28","deaoncall122206.htm","344","2007"
"2006-12-22","March 2008","March","2008","1500","36","0","-11","1472","304","deaoncall122206.htm","435","2007"
"2006-12-22","May 2008","May","2008","200","0","273","0","115","0","deaoncall122206.htm","496","2007"
"2006-12-22","July 2008","July","2008","1739","193","563","106","452","0","deaoncall122206.htm","557","2007"
"2006-12-22","October 2008","October","2008","54","0","0","0","22","0","deaoncall122206.htm","649","2008"
"2006-12-22","December 2008","December","2008","316","19","0","0","0","0","deaoncall122206.htm","710","2008"
"2006-12-22","March 2009","March","2009","98","0","0","0","0","0","deaoncall122206.htm","800","2008"
"2006-12-22","March 2010","March","2010","13","0","0","0","0","0","deaoncall122206.htm","1165","2009"
"2006-12-22","Totals","","","55706","1188","12936","-94","169129","2266","deaoncall122206.htm","",""
"2005-12-23","March 2006","March","2006","14366","-739","5977","-235","79625","264","deaoncall122305.htm","68","2005"
"2005-12-23","May 2006","May","2006","9890","-451","1256","62","15612","1507","deaoncall122305.htm","129","2005"
"2005-12-23","July 2006","July","2006","14050","-1077","7246","44","4560","397","deaoncall122305.htm","190","2005"
"2005-12-23","October 2006","October","2006","2744","86*","274","0","98","5","deaoncall122305.htm","282","2006"
"2005-12-23","December 2006","December","2006","4879","-335*","522","49","3355","262","deaoncall122305.htm","343","2006"
"2005-12-23","March 2007","March","2007","632","81","0","0","28","0","deaoncall122305.htm","433","2006"
"2005-12-23","May 2007","May","2007","360","54","290","0","27","0","deaoncall122305.htm","494","2006"
"2005-12-23","July 2007","July","2007","646","175","4404","0","29","0","deaoncall122305.htm","555","2006"
"2005-12-23","December 2007","December","2007","10","0","0","0","0","0","deaoncall122305.htm","708","2007"
"2005-12-23","March 2008","March","2008","13","0","0","0","0","0","deaoncall122305.htm","799","2007"
"2005-12-23","May 2008","May","2008","0","0","248","0","0","0","deaoncall122305.htm","860","2007"
"2005-12-23","March 2009","March","2009","13","0","0","0","0","0","deaoncall122305.htm","1164","2008"
"2005-12-23","Totals","","","47603","-2206*","20217","-80","103334","2435","deaoncall122305.htm","",""
"2004-12-24","March 2005","March","2005","8009","-601","3048","102","54549","-859","deaoncall122404.htm","67","2004"
"2004-12-24","May 2005","May","2005","7391","374","1332","139","10457","400","deaoncall122404.htm","128","2004"
"2004-12-24","July 2005","July","2005","13769","-159","707","31","11041","368","deaoncall122404.htm","189","2004"
"2004-12-24","October 2005","October","2005","2628","20","141","0","274","0","deaoncall122404.htm","281","2005"
"2004-12-24","December 2005","December","2005","3957","-17","404","20","6715","206","deaoncall122404.htm","342","2005"
"2004-12-24","March 2006","March","2006","461","0","0","0","933","0","deaoncall122404.htm","432","2005"
"2004-12-24","May 2006","May","2006","872","0","0","0","412","0","deaoncall122404.htm","493","2005"
"2004-12-24","July 2006","July","2006","929","0","182","0","161","0","deaoncall122404.htm","554","2005"
"2004-12-24","October 2006","October","2006","92","0","0","0","0","0","deaoncall122404.htm","646","2006"
"2004-12-24","December 2006","December","2006","134","0","0","0","0","0","deaoncall122404.htm","707","2006"
"2004-12-24","March 2007","March","2007","26","0","0","0","0","0","deaoncall122404.htm","797","2006"
"2004-12-24","March 2008","March","2008","13","0","0","0","0","0","deaoncall122404.htm","1163","2007"
"2004-12-24","Totals","","","38281","-383","5814","292","84542","115","deaoncall122404.htm","",""
"2009-12-25","March 2010","March","2010","19253","-946","3172","-13","126297","-5000","deaoncall122409.htm","66","2009"
"2009-12-25","May 2010","May","2010","9071","214","795","2","20460","672","deaoncall122409.htm","127","2009"
"2009-12-25","July 2010","July","2010","10857","494","859","-18","21281","-197","deaoncall122409.htm","188","2009"
"2009-12-25","October 2010","October","2010","1734","4","0","0","155","15","deaoncall122409.htm","280","2010"
"2009-12-25","December 2010","December","2010","7406","512","4754","383","14309","-19","deaoncall122409.htm","341","2010"
"2009-12-25","March 2011","March","2011","1229","105","158","0","271","36","deaoncall122409.htm","431","2010"
"2009-12-25","May 2011","May","2011","850","40","69","0","10","0","deaoncall122409.htm","492","2010"
"2009-12-25","July 2011","July","2011","976","87","125","0","459","4","deaoncall122409.htm","553","2010"
"2009-12-25","October 2011","October","2011","0","0","0","0","2","0","deaoncall122409.htm","645","2011"
"2009-12-25","December 2011","December","2011","662","396","394","0","262","3","deaoncall122409.htm","706","2011"
"2009-12-25","March 2012","March","2012","91","88","13","0","34","0","deaoncall122409.htm","797","2011"
"2009-12-25","May 2012","May","2012","62","59","13","0","0","0","deaoncall122409.htm","858","2011"
"2009-12-25","July 2012","July","2012","0","0","197","0","0","0","deaoncall122409.htm","919","2011"
"2009-12-25","Totals","","","52191","1053","10549","354","183540","-4486","deaoncall122409.htm","",""
"2003-12-26","March 2004","March","2004","14064","-103","9743","-49","54787","-260","deaoncall122603.htm","66","2003"
"2003-12-26","May 2004","May","2004","8523","72","718","5","12211","-115","deaoncall122603.htm","127","2003"
"2003-12-26","July 2004","July","2004","16626","42","186","-8","5752","-26","deaoncall122603.htm","188","2003"
"2003-12-26","October 2004","October","2004","2318","0","992","0","343","5","deaoncall122603.htm","280","2004"
"2003-12-26","December 2004","December","2004","3303","47","2093","-1","4316","51","deaoncall122603.htm","341","2004"
"2003-12-26","March 2005","March","2005","1245","0","8","0","702","0","deaoncall122603.htm","431","2004"
"2003-12-26","May 2005","May","2005","1144","0","0","0","210","0","deaoncall122603.htm","492","2004"
"2003-12-26","July 2005","July","2005","1856","0","0","0","190","0","deaoncall122603.htm","553","2004"
"2003-12-26","December 2005","December","2005","1270","0","0","0","0","0","deaoncall122603.htm","706","2005"
"2003-12-26","March 2006","March","2006","74","0","0","0","0","0","deaoncall122603.htm","796","2005"
"2003-12-26","May 2006","May","2006","112","0","0","0","0","0","deaoncall122603.htm","857","2005"
"2003-12-26","July 2006","July","2006","119","0","0","0","0","0","deaoncall122603.htm","918","2005"
"2003-12-26","Totals","","","50654","58","13740","-53","78511","-345","deaoncall122603.htm","",""
"2008-12-26","March 2009","March","2009","7659","-1380","1780","-5","69467","-626","deaoncall122608.htm","65","2008"
"2008-12-26","May 2009","May","2009","5570","112","2193","-11","19325","253","deaoncall122608.htm","126","2008"
"2008-12-26","July 2009","July","2009","9843","142","1432","0","17683","-89","deaoncall122608.htm","187","2008"
"2008-12-26","October 2009","October","2009","1025","0","40","0","253","0","deaoncall122608.htm","279","2009"
"2008-12-26","December 2009","December","2009","6411","65","1378","0","15297","-19","deaoncall122608.htm","340","2009"
"2008-12-26","March 2010","March","2010","1649","27","176","0","168","0","deaoncall122608.htm","430","2009"
"2008-12-26","May 2010","May","2010","548","-9","10","0","109","0","deaoncall122608.htm","491","2009"
"2008-12-26","July 2010","July","2010","1135","0","310","0","637","11","deaoncall122608.htm","552","2009"
"2008-12-26","October 2010","October","2010","13","0","0","0","8","0","deaoncall122608.htm","644","2010"
"2008-12-26","December 2010","December","2010","164","0","0","0","974","0","deaoncall122608.htm","705","2010"
"2008-12-26","March 2011","March","2011","42","0","0","0","13","0","deaoncall122608.htm","795","2010"
"2008-12-26","May 2011","May","2011","0","0","5","0","0","0","deaoncall122608.htm","856","2010"
"2008-12-26","Totals","","","34059","-1043","7324","-16","123934","-470","deaoncall122608.htm","",""
"2007-12-28","March 2008","March","2008","20539","391","3340","458*","133258","157","deaoncall122807.htm","64","2007"
"2007-12-28","May 2008","May","2008","9233","-69","889","-264","24388","1322","deaoncall122807.htm","125","2007"
"2007-12-28","July 2008","July","2008","15771","1","682","0","27374","2862","deaoncall122807.htm","186","2007"
"2007-12-28","October 2008","October","2008","2104","-54","126","0","463","0","deaoncall122807.htm","278","2008"
"2007-12-28","December 2008","December","2008","10066","5","2254","-234","43843","2560","deaoncall122807.htm","339","2008"
"2007-12-28","March 2009","March","2009","1354","0","0","0","1164","-60","deaoncall122807.htm","429","2008"
"2007-12-28","May 2009","May","2009","243","0","738","0","217","-94","deaoncall122807.htm","490","2008"
"2007-12-28","July 2009","July","2009","2392","0","35","0","93","0","deaoncall122807.htm","551","2008"
"2007-12-28","October 2009","October","2009","74","0","0","0","0","0","deaoncall122807.htm","643","2009"
"2007-12-28","December 2009","December","2009","3173","0","141","0","583","242","deaoncall122807.htm","704","2009"
"2007-12-28","March 2010","March","2010","989","0","0","0","30","0","deaoncall122807.htm","794","2009"
"2007-12-28","May 2010","May","2010","53","0","0","0","0","0","deaoncall122807.htm","855","2009"
"2007-12-28","July 2010","July","2010","148","0","0","0","25","0","deaoncall122807.htm","916","2009"
"2007-12-28","December 2010","December","2010","148","0","0","0","0","0","deaoncall122807.htm","1069","2010"
"2007-12-28","March 2011","March","2011","29","0","0","0","0","0","deaoncall122807.htm","1159","2010"
"2007-12-28","Totals","","","66316","274","8205","-40*","231438","6989","deaoncall122807.htm","",""
